# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-22 00:54:13.565
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002075,0.1646,0.2178,1.5548,1.58
0.017767,0.2199,0.0489,1.4773,1.49
0.020656,0.3541,-0.1533,0.7357,0.83
0.030812,0.4200,-0.2463,0.1424,0.51
0.047361,0.1850,-0.4354,0.1636,0.50
0.051013,-0.1896,-0.5843,0.7670,0.98
0.068629,-0.3458,-0.5661,1.2963,1.46
0.071195,-0.3617,-0.5924,1.3505,1.52
0.081200,-0.4090,-0.5240,1.0069,1.21
0.096980,-0.6360,-0.3754,0.4639,0.87
0.101129,-0.7768,-0.2797,0.0238,0.83
0.114481,-0.4654,-0.1705,0.0176,0.50
0.121756,0.0028,-0.1261,-0.1270,0.18
0.132263,0.2659,-0.0329,-1.3339,1.36
0.147690,0.3727,0.2904,-2.9855,3.02
0.151967,0.4370,0.6273,-3.9233,4.00
0.165718,0.5058,0.8237,-3.7634,3.89
0.171936,0.7480,0.8198,-2.6997,2.92
0.182254,1.1744,0.8220,-1.0038,1.75
0.198341,1.4139,0.8370,0.7714,1.82
0.202111,1.3197,0.7003,1.8773,2.40
0.214562,1.0926,0.5592,2.3151,2.62
0.222285,0.8235,0.4158,2.0789,2.27
0.232356,0.5708,0.3207,1.0096,1.20
0.246547,0.4557,0.2056,0.1749,0.53
0.252392,0.4980,0.0034,0.1708,0.53
0.263214,0.5261,-0.2137,0.0548,0.57
0.272654,0.4526,-0.4188,-0.3090,0.69
0.282745,0.3447,-0.5941,-0.4300,0.81
0.297252,0.3088,-0.6137,-0.3761,0.78
0.302864,0.3135,-0.3339,-0.0565,0.46
0.313708,0.2019,-0.1670,0.4451,0.52
0.323078,-0.2087,-0.4532,0.5771,0.76
0.333107,-0.7182,-0.7147,-0.1611,1.03
0.348100,-0.7476,-0.4791,-1.0565,1.38
0.353251,-0.2591,-0.1263,-0.8576,0.90
0.364345,0.1048,-0.2313,0.0504,0.26
0.373669,0.1870,-0.6159,0.4974,0.81
0.383713,0.3320,-0.8837,0.2259,0.97
0.398242,0.4394,-0.7494,0.0083,0.87
0.403689,0.2615,-0.4905,-0.1260,0.57
0.414883,-0.0399,-0.3808,-0.5036,0.63
0.424233,-0.0932,-0.1160,-1.2915,1.30
0.434027,0.0816,0.3351,-2.7120,2.73
0.448470,0.1132,0.7181,-3.5253,3.60
0.454048,-0.2972,0.5722,-2.7356,2.81
0.464876,-1.0607,0.0793,-1.0651,1.51
0.474278,-1.7756,-0.0368,1.5198,2.34
0.487703,-2.1958,0.4123,4.6829,5.19
0.499565,-1.9794,0.8346,5.4562,5.86
0.515601,0.7268,0.4060,2.7580,2.88
0.524788,0.8721,0.3205,0.9088,1.30
0.534833,0.6216,0.2227,0.0672,0.66
0.548116,0.8553,0.1501,-0.2626,0.91
0.555102,1.2862,0.3117,-0.3650,1.37
0.565572,1.4241,0.5760,0.0700,1.54
0.575104,1.4384,0.6538,1.1654,1.96
0.585056,1.1065,0.4525,2.7291,2.98
0.598275,0.5308,0.0358,3.4345,3.48
0.605226,0.8808,0.0566,2.1963,2.37
0.615734,1.8194,0.6261,0.2302,1.94
0.631900,2.3978,1.0671,-0.8204,2.75
0.635689,2.6898,1.0920,-0.8503,3.03
0.649936,3.0691,1.0984,-0.1070,3.26
0.656074,3.6277,1.2390,0.9452,3.95
0.666019,3.9196,0.9785,1.7571,4.41
0.682300,3.8420,0.3460,2.0914,4.39
0.685770,4.1926,-0.0263,1.7964,4.56
0.701997,5.0232,0.0922,1.4158,5.22
0.705978,5.8441,0.1091,1.7289,6.10
0.716610,6.5695,-0.1572,2.1710,6.92
0.732915,6.1371,-0.9488,2.7362,6.79
0.736026,4.3949,-2.2340,3.6437,6.13
0.749234,1.5233,-3.3714,4.0953,5.52
0.756473,-2.6349,-4.1028,4.2955,6.50
0.766679,-7.2200,-4.4678,4.1461,9.45
0.782502,-10.9843,-4.5574,2.7805,12.21
0.786564,-13.6421,-4.5593,0.5481,14.39
0.799761,-15.0352,-4.4331,-1.2668,15.73
0.807235,-14.4414,-3.4253,-3.0445,15.15
0.816824,-13.0144,-2.9415,-4.8974,14.21
0.832751,-11.9460,-4.0421,-4.2532,13.31
0.836774,-10.8366,-5.7812,-0.5559,12.29
0.849426,-9.5534,-7.7094,3.9368,12.89
0.857094,-8.6053,-9.2741,8.6342,15.32
0.871860,-7.5665,-10.1950,13.0563,18.21
0.887569,-5.5764,-10.0763,16.0721,19.77
0.887681,-2.1574,-8.7265,18.4630,20.54
0.899549,2.8889,-6.3566,20.3429,21.51
0.907720,8.5648,-2.9275,18.7430,20.81
0.917792,13.5993,1.5157,12.1535,18.30
0.933090,16.1650,5.7224,3.2361,17.45
0.937742,14.8438,7.6913,-4.9475,17.43
0.949855,10.2271,7.1077,-10.9259,16.57
0.959268,4.9301,5.0067,-13.3886,15.12
0.968141,2.7805,2.8028,-11.8734,12.51
0.983554,4.6455,1.9753,-7.4651,9.01
0.988221,7.8731,2.8968,-2.6044,8.78
0.999587,10.3150,4.4145,0.1024,11.22
1.008547,11.4669,5.1289,-0.1351,12.56
1.018554,12.0800,5.2907,-2.3653,13.40
1.033270,11.8821,5.0351,-5.0998,13.88
1.038514,9.7593,3.6253,-7.1218,12.61
1.049601,6.6838,1.8422,-7.9299,10.53
1.058802,3.9603,0.1225,-8.0999,9.02
1.068840,1.9463,-2.0227,-8.0876,8.56
1.083664,-0.4297,-4.9679,-7.7535,9.22
1.088620,-4.4595,-9.1093,-6.3234,11.95
1.100017,-10.4018,-13.5224,-3.1479,17.35
1.109643,-17.8962,-17.4815,1.8326,25.08
1.119275,-24.6213,-20.3895,7.8556,32.92
1.133794,-28.7495,-22.1127,13.0318,38.54
1.139259,-31.5362,-23.7959,15.3430,42.38
1.150426,-33.5569,-26.1855,15.0788,45.16
1.159320,-33.0682,-28.4798,14.4551,45.97
1.169606,-28.9146,-29.6176,13.6874,43.60
1.183256,-20.9003,-29.5947,12.4557,38.31
1.189948,-7.8663,-27.0289,10.6310,30.09
1.200370,9.6893,-19.5172,7.9253,23.19
1.214833,25.5595,-5.4399,4.6355,26.54
1.227047,40.6408,10.1790,2.8680,41.99
1.235396,52.5844,17.1444,4.8772,55.52
1.240128,50.1022,17.2472,8.2366,53.62
1.250665,40.0823,17.0163,10.8311,44.87
1.274250,35.4464,17.5409,12.0559,41.35
1.290562,42.8989,17.2816,2.0219,46.29
1.302440,38.4659,12.0076,-1.2498,40.32
1.315615,30.6075,5.4943,-4.1287,31.37
1.320744,21.6676,-1.0719,-6.9712,22.79
1.333425,14.0085,-6.7628,-9.9008,18.44
1.340860,7.8130,-11.9095,-12.5990,19.02
1.351075,1.5915,-17.5095,-14.5986,22.85
1.367228,-6.5614,-23.4122,-15.8180,29.01
1.371334,-16.5808,-28.8887,-14.9152,36.50
1.383683,-27.7533,-33.1968,-11.6431,44.81
1.391695,-37.8266,-34.9160,-8.0415,52.10
1.401650,-44.5043,-35.2157,-5.1387,56.98
1.417419,-47.2888,-35.9110,-2.6734,59.44
1.423223,-45.4989,-36.7257,-0.8714,58.48
1.434390,-40.1913,-37.4986,0.1844,54.97
1.441846,-33.1903,-38.4282,0.0782,50.78
1.451799,-25.1541,-39.8505,-1.6153,47.15
1.468394,-15.4256,-40.9670,-3.5494,43.92
1.471897,-2.5398,-39.5051,-4.9187,39.89
1.484176,14.5237,-33.0945,-5.6020,36.57
1.492327,34.2452,-20.5952,-4.6360,40.23
1.502027,50.0276,-4.1675,-1.5355,50.22
1.517641,53.6152,7.8874,3.2341,54.29
1.522343,47.1973,12.3793,8.3503,49.50
1.534588,42.0858,15.7013,12.2756,46.57
1.542374,44.8351,21.4033,13.6190,51.51
1.552424,51.8005,27.1781,11.5596,59.63
1.567254,55.9113,29.5981,7.7209,63.73
1.572996,53.8288,26.6574,4.0410,60.20
1.584966,46.2577,19.2274,0.8249,50.10
1.592715,36.7712,10.7073,-2.4872,38.38
1.602800,28.1668,2.2903,-6.4024,28.98
1.617252,21.7426,-5.1812,-9.7141,24.37
1.623081,16.9120,-12.0694,-11.2395,23.62
1.633764,12.5113,-18.5456,-10.5836,24.75
1.643059,8.2200,-23.6188,-8.7431,26.49
1.653229,1.7436,-29.5549,-7.5602,30.56
1.667391,-9.8706,-36.1644,-6.9568,38.13
1.673423,-25.2596,-39.6758,-6.6499,47.50
1.684351,-40.0900,-39.6865,-8.3171,57.02
1.693677,-49.6495,-37.9860,-12.7091,63.79
1.703649,-50.7685,-35.1074,-17.1470,64.06
1.717440,-45.5401,-32.3445,-18.5868,58.87
1.723750,-37.4265,-30.2925,-17.7336,51.31
1.734494,-28.1290,-28.3439,-16.4060,43.17
1.743866,-19.0966,-26.6681,-14.1404,35.72
1.754080,-10.7635,-24.4783,-10.9394,28.89
1.767609,-2.9087,-21.8273,-7.0052,23.11
1.774215,6.3781,-17.4516,-1.6009,18.65
1.784454,18.3635,-9.9443,4.9691,21.47
1.794298,30.7864,0.5334,12.1360,33.10
1.804358,38.5477,10.7043,18.8356,44.22
1.817642,38.6575,16.1336,22.3794,47.49
1.824661,35.8311,18.4950,22.4460,46.15
1.834916,35.2823,20.7524,20.8630,45.94
1.844652,37.1474,22.6546,18.0124,47.09
1.854812,38.5983,22.5737,13.6778,46.76
1.867948,37.0140,19.8339,8.1578,42.78
1.874892,32.2756,14.7887,2.0752,35.56
1.886268,25.9098,8.7294,-3.6180,27.58
1.900360,19.4098,2.6130,-7.9019,21.12
1.905161,14.0026,-2.8692,-9.8859,17.38
1.917412,10.0731,-7.8408,-9.6077,15.98
1.925262,5.5808,-13.4284,-8.8541,17.03
1.935524,-0.2256,-18.4621,-8.6929,20.41
1.950766,-7.1076,-22.9626,-8.3129,25.43
1.955572,-16.2715,-26.6237,-7.8262,32.17
1.967719,-26.8617,-29.2728,-7.7480,40.48
1.975602,-35.5647,-29.8873,-8.3951,47.21
1.985963,-39.2818,-28.5127,-9.8822,49.53
2.000899,-38.5940,-27.2473,-11.1064,48.53
2.005982,-35.9313,-26.9533,-11.0021,46.24
2.017634,-30.4933,-26.2791,-9.9511,41.47
2.026110,-23.1711,-24.8385,-9.3762,35.24
2.038010,-14.9551,-23.6581,-8.7050,29.31
2.050863,-5.6143,-20.8474,-6.5926,22.57
2.056161,4.6139,-17.1007,-2.5252,17.89
2.068496,17.3292,-10.5049,3.1512,20.51
2.076184,30.8906,-0.1084,10.1078,32.50
2.086536,40.3847,9.1299,16.2067,44.46
2.101180,42.7316,15.1803,18.3104,48.91
2.106695,38.9020,18.5053,15.8802,45.91
2.118015,33.5533,19.1226,10.9123,40.13
2.126846,30.8833,19.5703,6.4202,37.12
2.136964,30.2819,19.8758,2.8501,36.33
2.151410,30.0426,17.8471,-0.1686,34.94
2.157185,29.0089,14.4335,-2.5467,32.50
2.167908,25.5694,9.9767,-4.7167,27.85
2.177383,20.6508,3.9121,-6.2645,21.93
2.187563,16.4880,-1.6920,-6.4967,17.80
2.201145,12.1043,-6.1823,-6.3099,14.98
2.207602,6.6753,-11.5399,-5.8799,14.57
2.222385,-0.0271,-16.9058,-5.2289,17.70
2.227595,-9.2832,-21.8234,-4.9072,24.22
2.237689,-19.7684,-25.9765,-4.9792,33.02
2.250999,-29.9168,-27.9074,-5.7631,41.32
2.257811,-38.4765,-28.0148,-7.9050,48.25
2.267985,-42.8751,-27.9403,-11.2498,52.40
2.277936,-42.2489,-27.7509,-13.7114,52.37
2.288009,-38.0979,-27.8996,-14.3617,49.36
2.301222,-31.2569,-28.1770,-13.9782,44.34
2.308227,-23.4606,-28.3377,-13.1798,39.08
2.318349,-16.0444,-28.3799,-11.6435,34.62
2.328439,-7.7427,-27.0039,-8.3280,29.30
2.338509,2.3502,-24.2916,-2.7450,24.56
2.351921,14.3597,-18.8402,5.0110,24.21
2.358653,26.5728,-10.0595,13.3430,31.39
2.368724,36.1117,0.1813,19.6898,41.13
2.378738,40.6819,8.2517,21.7180,46.85
2.388870,41.4495,13.3419,18.6974,47.39
2.401653,41.4146,17.8955,12.7625,46.89
2.408931,41.0797,21.7946,5.7559,46.86
2.419339,40.4481,24.1009,-1.3957,47.10
2.429097,39.7369,24.4909,-7.3594,47.25
2.439842,38.2530,22.4823,-11.0239,45.72
2.452642,34.9935,17.6934,-12.5431,41.17
2.459587,29.7356,10.1150,-12.7653,33.90
2.469687,23.6092,1.9623,-11.7204,26.43
2.479688,17.8169,-5.7343,-9.6119,21.04
2.489592,11.7697,-13.1078,-6.8903,18.92
2.502218,3.4074,-20.5424,-3.7763,21.16
2.509906,-9.6019,-29.1850,-1.9717,30.79
2.519850,-26.3331,-36.1545,-2.8080,44.82
2.535702,-42.4219,-38.8029,-4.9272,57.70
2.552561,-55.4203,-38.1604,-11.6943,68.30
2.560077,-51.0047,-36.8537,-13.6257,64.38
2.570390,-42.9816,-36.3613,-13.7251,57.95
2.585419,-31.2468,-35.8282,-12.1719,49.07
2.590542,-16.2835,-33.1686,-9.3580,38.12
2.602111,-1.5329,-27.9096,-5.1542,28.42
2.610546,11.6833,-20.8145,1.1467,23.90
2.620601,24.1066,-11.8590,8.4934,28.18
2.636533,34.9779,-1.2606,14.0004,37.70
2.640913,42.5387,8.6368,15.1521,45.98
2.653059,45.7822,16.0803,12.3384,50.07
2.661108,46.0027,21.6381,8.0742,51.47
2.671210,44.9472,25.5286,3.8021,51.83
2.686002,43.7288,27.3884,-0.0969,51.60
2.691215,42.6612,26.9635,-3.4709,50.59
2.702498,40.6092,23.8007,-6.1406,47.47
2.711328,36.4397,17.8900,-7.9145,41.36
2.721332,30.4246,10.1984,-9.0827,33.35
2.736023,23.6426,1.9982,-9.4118,25.53
2.741602,17.5539,-5.5096,-8.3668,20.21
2.752946,12.3340,-12.3052,-6.5198,18.60
2.761659,6.0236,-19.6091,-4.7489,21.06
2.771944,-5.5636,-29.0124,-4.0427,29.82
2.785958,-23.7199,-37.7355,-4.7739,44.83
2.792159,-41.8206,-40.7736,-6.6988,58.79
2.803110,-53.3838,-39.8877,-10.8068,67.51
2.813553,-55.8658,-37.9150,-14.3446,69.02
2.822276,-50.5070,-35.9274,-15.0080,63.77
2.837147,-41.5191,-34.7819,-14.5225,56.08
2.842413,-31.2552,-34.0142,-13.2488,48.06
2.857097,-20.3344,-33.0362,-11.2329,40.39
2.862459,-8.6573,-30.8426,-7.9492,33.01
2.872551,4.0173,-26.5147,-2.8060,26.96
2.886492,17.0067,-19.5217,4.0971,26.21
2.892950,29.0996,-10.0939,11.4248,32.85
2.903738,38.6431,0.0350,16.7993,42.14
2.913606,43.6350,7.8683,18.7256,48.13
2.922907,44.5019,13.2635,16.9276,49.43
2.936713,43.3277,17.5632,12.3776,48.36
2.943356,41.2001,20.3608,6.9214,46.47
2.953334,39.0845,21.6018,1.4539,44.68
2.963016,37.8639,21.9454,-4.1726,43.96
2.973480,37.1225,20.8127,-9.0949,43.52
2.987421,34.4481,17.4984,-12.6305,40.65
2.993644,30.0468,11.2669,-15.1530,35.49
3.003888,25.6441,3.5141,-16.2213,30.55
3.013695,20.3245,-3.2589,-15.1690,25.57
3.023878,14.9512,-9.3001,-13.2149,22.02
3.037077,10.7810,-15.0093,-10.6859,21.35
3.044216,5.7072,-20.8481,-6.2497,22.50
3.054378,-1.8511,-26.1977,0.0501,26.26
3.064017,-11.0258,-30.0280,6.7362,32.69
3.074230,-18.9944,-30.4484,12.1964,37.90
3.086675,-22.9930,-26.6239,15.9755,38.64
3.094349,-24.6411,-23.7193,18.0829,38.69
3.104328,-24.6700,-22.1674,18.3067,37.88
3.120213,-21.7664,-19.7017,16.8478,33.85
3.124768,-18.4894,-17.3561,14.1477,29.04
3.136589,-15.3972,-15.2457,10.8098,24.21
3.144662,-11.8087,-12.7424,7.0740,18.76
3.154750,-7.9424,-9.9972,3.5956,13.26
3.170381,-3.2642,-6.6349,1.0629,7.47
3.174933,1.1502,-3.6772,-1.0723,4.00
3.187127,4.9312,-1.0889,-3.2135,5.99
3.194923,7.7963,1.7873,-4.7658,9.31
3.205110,8.8030,3.2620,-5.3771,10.82
3.220957,7.8224,3.9640,-5.4561,10.33
3.225884,5.4217,4.0172,-5.2683,8.56
3.236896,2.5428,3.4766,-4.8998,6.52
3.245476,0.2146,3.0275,-4.4634,5.40
3.255249,-1.4530,2.2909,-4.4598,5.22
3.270099,-1.6276,1.2877,-4.9692,5.39
3.275473,-0.5083,0.7185,-5.1233,5.20
3.286837,1.4520,0.3246,-4.0128,4.28
3.295718,3.8654,0.1754,-1.4234,4.12
3.305986,5.3985,0.7544,1.9792,5.80
3.328164,5.6055,1.4288,5.2361,7.80
3.346205,0.0276,0.1612,6.2577,6.26
3.356184,-0.2182,0.7058,3.5047,3.58
3.370630,0.1069,1.0513,0.2817,1.09
3.376247,0.3118,1.3466,-2.3871,2.76
3.388246,-0.0623,1.5697,-4.0695,4.36
3.396388,-0.7688,1.0522,-5.3178,5.48
3.406811,-0.7568,0.5189,-5.9117,5.98
3.421192,-0.1951,0.7293,-5.1262,5.18
3.428120,0.3039,0.8135,-3.0869,3.21
3.437643,1.1621,0.6791,-0.5747,1.46
3.446987,2.3505,0.5154,1.5578,2.87
3.457139,4.1469,0.7122,2.5424,4.92
3.470941,6.7870,1.4914,2.9651,7.56
3.477412,8.7014,2.0504,3.7462,9.69
3.487820,8.7686,1.5575,4.6830,10.06
3.497451,6.9879,-0.1998,5.8442,9.11
3.507514,3.6321,-1.9843,7.0367,8.16
3.520510,-0.0344,-2.9557,7.5807,8.14
3.527632,-2.8504,-3.2017,6.9704,8.18
3.537725,-4.9046,-2.8864,5.3556,7.81
3.547778,-6.5035,-2.5070,3.3942,7.75
3.557851,-7.6128,-2.6289,1.5624,8.20
3.571949,-7.8555,-3.0058,-0.0008,8.41
3.578840,-6.8288,-3.1560,-1.4751,7.67
3.588391,-4.6224,-3.0026,-2.6005,6.09
3.597948,-1.8038,-2.5325,-3.1537,4.43
3.608189,0.4907,-1.8751,-2.4122,3.09
3.621558,1.8132,-0.7912,-0.0613,1.98
3.628579,3.0501,0.3139,2.5713,4.00
3.638646,3.9925,0.9221,4.9064,6.39
3.648579,4.5084,1.5469,6.8408,8.34
3.658681,4.7366,2.2555,7.3601,9.04
3.671505,4.7078,3.0102,5.9154,8.14
3.678832,4.7280,3.1624,2.9055,6.39
3.690197,4.3396,2.7708,-0.1934,5.15
7.176136,-0.2093,-0.1216,0.3448,0.42
7.198400,-0.0766,-0.2066,0.5578,0.60
7.206125,-0.0468,-0.2211,0.5887,0.63
7.216045,-0.0278,-0.2274,0.5524,0.60
7.230054,0.0145,-0.2126,0.4252,0.48
7.236155,-0.0098,-0.2130,0.2379,0.32
7.248992,-0.0879,-0.2178,0.0957,0.25
7.256512,-0.1409,-0.1717,-0.0053,0.22
7.266681,-0.1129,-0.0485,-0.1771,0.22
7.280613,-0.0456,0.0900,-0.3493,0.36
7.287352,-0.0311,0.1986,-0.4040,0.45
7.297485,-0.0889,0.3430,-0.4289,0.56
7.306973,-0.1970,0.4808,-0.5030,0.72
7.317149,-0.3628,0.4990,-0.5337,0.82
7.335630,-0.5805,0.4220,-0.4773,0.86
7.337827,-0.8231,0.3409,-0.4616,1.00
7.348599,-1.1162,0.3435,-0.4573,1.25
7.357327,-1.2839,0.3718,-0.3948,1.39
7.367386,-1.1629,0.3050,-0.3597,1.25
7.380751,-0.7761,0.2476,-0.3277,0.88
7.387396,-0.2091,0.2360,-0.2054,0.38
7.397656,0.3351,0.1749,-0.0786,0.39
7.407990,0.7128,0.0510,0.0072,0.71
7.417849,0.8959,-0.0784,0.1184,0.91
7.432113,0.9613,-0.1577,0.2733,1.01
7.437922,0.9436,-0.1523,0.5323,1.09
7.448863,0.8609,-0.0806,0.9268,1.27
7.458142,0.6228,-0.0223,1.4331,1.56
7.468166,0.1231,-0.1165,2.0333,2.04
7.482712,-0.3259,-0.3214,2.4163,2.46
7.488489,-0.4454,-0.3521,2.3941,2.46
7.500410,-0.3578,-0.2446,1.9575,2.00
7.508440,-0.2859,-0.2408,1.0987,1.16
7.518810,-0.2674,-0.3260,0.0549,0.43
7.532400,-0.2502,-0.3821,-0.8262,0.94
7.538998,-0.0937,-0.3193,-1.4325,1.47
7.549345,0.2437,-0.2021,-1.8213,1.85
7.568816,0.5196,-0.1471,-1.9807,2.05
7.582847,0.4773,-0.0165,-1.6441,1.71
7.589666,0.0958,0.1285,-1.1759,1.19
7.600104,-0.3956,0.2103,-0.8255,0.94
7.616974,-0.7914,0.1703,-0.6200,1.02
7.619353,-0.9746,0.1078,-0.4471,1.08
7.632984,-0.8606,0.0697,-0.4371,0.97
7.639397,-0.5357,0.0698,-0.5684,0.78
7.650209,-0.1460,0.0710,-0.7972,0.81
7.665916,0.1973,0.0096,-1.1005,1.12
7.669733,0.4912,-0.1012,-1.4756,1.56
7.681580,0.7366,-0.1961,-1.8305,1.98
7.689886,0.9430,-0.3007,-2.0791,2.30
7.700650,1.1654,-0.4182,-2.2669,2.58
7.715061,1.3997,-0.4826,-2.3331,2.76
7.720313,1.5649,-0.5375,-2.1281,2.70
7.733427,1.5813,-0.6921,-1.5084,2.29
7.740254,1.5250,-0.8539,-0.6556,1.87
7.750784,1.4784,-0.9206,0.2447,1.76
7.765286,1.4006,-0.9242,1.0664,1.99
7.770471,1.2514,-0.8716,1.6223,2.23
7.781207,1.0463,-0.7529,1.8334,2.24
7.790502,0.8027,-0.6075,1.7519,2.02
7.802243,0.5616,-0.4675,1.4038,1.58
7.816470,0.3346,-0.3665,0.7939,0.94
7.820864,0.1534,-0.3077,0.2232,0.41
7.833091,0.1392,-0.2480,-0.2041,0.35
7.841033,0.2548,-0.1753,-0.4873,0.58
7.851401,0.3752,-0.1074,-0.5770,0.70
7.867031,0.4443,-0.0341,-0.5757,0.73
7.871599,0.4208,0.0300,-0.4650,0.63
7.883705,0.2603,0.0324,-0.2316,0.35
7.891603,0.0322,-0.0182,0.0627,0.07
7.903098,-0.2241,-0.0801,0.3569,0.43
7.916494,-0.4048,-0.1076,0.6384,0.76
7.921616,-0.4449,-0.0850,0.8999,1.01
7.933285,-0.4561,-0.0534,1.0820,1.18
7.941896,-0.5000,-0.0855,1.2483,1.35
7.952501,-0.5045,-0.1485,1.3520,1.45
7.967075,-0.4374,-0.1389,1.3518,1.43
7.972228,-0.3570,-0.1103,1.2350,1.29
7.983408,-0.3011,-0.1232,1.0115,1.06
7.992327,-0.2504,-0.1324,0.7281,0.78
8.002543,-0.1767,-0.1264,0.4598,0.51
8.016822,-0.0792,-0.0893,0.2715,0.30
8.022403,-0.0045,-0.0203,0.0999,0.10
8.034501,0.0043,0.0480,-0.0890,0.10
8.042550,-0.0389,0.0839,-0.2105,0.23
8.052916,-0.1293,0.0836,-0.2374,0.28
8.066390,-0.2097,0.0571,-0.2181,0.31
8.072925,-0.2283,0.0563,-0.1670,0.29
8.082899,-0.1949,0.0806,-0.0983,0.23
8.092975,-0.1485,0.1198,-0.0261,0.19
8.103053,-0.1223,0.1590,0.0594,0.21
8.114855,-0.1119,0.1790,0.1632,0.27
8.123099,-0.0979,0.2360,0.3423,0.43
8.133027,-0.1218,0.2999,0.6114,0.69
8.143212,-0.2300,0.3353,0.8569,0.95
8.153244,-0.3846,0.3551,1.0234,1.15
8.165857,-0.5707,0.3871,1.1976,1.38
8.173322,-0.8566,0.4021,1.5410,1.81
8.186254,-1.2011,0.3561,2.0435,2.40
8.201090,-1.4929,0.2888,2.7158,3.11
8.203992,-1.6725,0.2192,3.5315,3.91
8.217545,-1.8457,0.0942,4.1330,4.53
8.224054,-2.2487,-0.1337,4.5367,5.07
8.234723,-3.0009,-0.5613,5.1087,5.95
8.251302,-4.1623,-1.3409,6.2502,7.63
8.254484,-5.2957,-2.4378,8.2877,10.13
8.268114,-5.1774,-3.5272,10.3299,12.08
8.274171,-3.5502,-4.7015,11.4003,12.83
8.284645,-0.9638,-6.1417,11.5253,13.10
8.300777,2.1217,-7.5369,10.7895,13.33
8.304651,5.0382,-9.0513,9.3111,13.93
8.317740,7.5419,-10.7199,7.6874,15.20
8.324691,9.8300,-11.7484,6.2180,16.53
8.335051,11.5855,-11.9660,4.1521,17.17
8.351131,11.8965,-11.6483,0.8968,16.67
8.354780,11.1681,-10.5162,-3.1069,15.65
8.367915,10.3935,-8.7731,-6.5805,15.11
8.374890,10.1252,-6.3287,-9.5684,15.30
8.385455,10.9913,-2.6206,-13.6057,17.69
8.401175,12.6914,1.4105,-19.5550,23.36
8.405415,13.7158,3.6960,-26.1159,29.73
8.417997,13.1945,2.6838,-30.1082,32.98
8.425833,12.5655,-0.3041,-29.1574,31.75
8.435715,12.6290,-3.6753,-24.1866,27.53
8.451546,12.6021,-7.7535,-18.1369,23.41
8.455745,12.0668,-11.9776,-12.2264,20.94
8.468989,11.0592,-14.9476,-6.3893,19.66
8.475758,10.6831,-16.0591,-1.3994,19.34
8.485975,11.0238,-16.0144,3.1613,19.70
8.506795,10.8083,-15.2794,8.3568,20.50
8.506889,9.8410,-13.2937,13.7968,21.54
8.516320,8.1658,-10.3070,18.0819,22.36
8.526205,5.6558,-7.6283,20.4151,22.52
8.536474,2.7349,-5.5769,21.2467,22.14
8.551093,0.3239,-3.8737,20.6088,20.97
8.556484,-1.1297,-2.8051,18.4961,18.74
8.568606,-1.7929,-2.2807,15.6922,15.96
8.576645,-1.4660,-1.9700,12.8502,13.08
8.586760,-0.0613,-1.9993,10.4500,10.64
8.601580,2.0982,-2.0694,8.9560,9.43
8.606909,4.5708,-2.0030,7.9612,9.40
8.619920,6.9559,-1.9680,6.6635,9.83
8.627048,8.8367,-1.7619,4.7753,10.20
8.639039,9.3349,-1.4841,2.3186,9.73
8.651016,7.5104,-1.2700,-0.6188,7.64
8.657539,3.5732,-0.7412,-4.5363,5.82
8.668680,-1.0561,0.5689,-8.8454,8.93
8.677520,-5.2595,2.4278,-12.2574,13.56
8.687686,-8.7678,4.1346,-14.6826,17.59
8.701231,-11.4452,5.1768,-15.4922,19.94
8.707797,-12.5526,5.4271,-14.0063,19.58
8.718887,-11.5674,5.0571,-10.9290,16.70
8.728103,-9.2601,4.2186,-7.5698,12.68
8.738430,-6.7930,2.9803,-4.6964,8.78
8.752003,-4.8213,1.4907,-2.2955,5.54
8.758044,-3.2673,0.0283,-0.1351,3.27
8.768748,-1.5021,-1.3787,1.8867,2.78
8.777980,0.7799,-2.5047,3.8595,4.67
8.788488,2.7855,-3.3009,5.5677,7.05
8.801469,3.9284,-4.2038,6.5459,8.72
8.808847,4.7852,-5.2789,6.5704,9.69
8.819062,6.0923,-6.4491,5.4528,10.41
8.835925,7.9811,-7.6127,3.4886,11.57
8.839162,9.8990,-8.6637,1.2255,13.21
8.852259,11.7359,-9.6135,-0.9950,15.20
8.859112,14.1388,-10.3300,-2.6243,17.71
8.869267,16.8624,-10.7811,-3.4482,20.31
8.885038,18.4051,-11.2281,-3.7720,21.89
8.889059,18.3947,-11.9796,-3.6047,22.25
8.902763,17.6597,-12.7236,-2.7332,21.94
8.909475,16.3418,-13.0891,-1.6142,21.00
8.919930,13.6702,-13.2986,-0.7283,19.09
8.935645,9.5015,-12.9395,0.1230,16.05
8.939686,4.2919,-11.5589,1.0301,12.37
8.952844,-1.2101,-9.5164,1.5690,9.72
8.959687,-6.2183,-6.9165,1.6180,9.44
8.969946,-10.8578,-3.7411,1.1328,11.54
8.986522,-15.1325,-0.2541,-0.1414,15.14
8.990171,-18.5957,3.1005,-2.0750,18.97
9.002446,-21.0969,5.8592,-4.3045,22.31
9.010034,-22.6104,7.8291,-6.5440,24.81
9.020360,-23.2566,8.7116,-8.6202,26.29
9.035852,-22.8663,8.5676,-9.9486,26.37
